Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
16,France,YouTube,Pop,422,348,Dua Lipa,Premium
42,India,YouTube,Jazz,466,146,Billie Eilish,Premium
16,Australia,Apple Music,EDM,372,162,Adele,Free
47,France,Tidal,Reggae,83,250,BTS,Premium
22,Japan,Spotify,Classical,477,387,Ed Sheeran,Free
56,Japan,Spotify,Rock,431,200,Post Malone,Free
23,Brazil,Tidal,Pop,90,146,Post Malone,Premium
25,UK,YouTube,Jazz,285,421,Adele,Premium
49,India,Tidal,Pop,569,178,Bad Bunny,Premium
16,Germany,Amazon Music,R&B,418,397,Taylor Swift,Premium
15,Brazil,Spotify,Pop,284,379,Post Malone,Premium
16,USA,Amazon Music,Rock,316,73,Bad Bunny,Free
50,Germany,Spotify,Classical,384,394,Post Malone,Premium
31,Canada,YouTube,R&B,126,476,Taylor Swift,Free
51,Germany,Tidal,Jazz,277,308,Ed Sheeran,Premium
47,USA,Tidal,EDM,405,492,Dua Lipa,Free
48,India,Spotify,Jazz,563,289,Dua Lipa,Premium
59,UK,Amazon Music,EDM,376,403,Drake,Free
57,Germany,Apple Music,Metal,533,365,Adele,Free
15,Brazil,Tidal,Country,306,265,Drake,Premium
41,UK,Spotify,Pop,538,108,Bad Bunny,Premium
17,Germany,YouTube,Classical,418,33,Adele,Free
35,France,Tidal,Reggae,165,382,Bad Bunny,Free
25,India,Spotify,Hip-Hop,403,268,The Weeknd,Premium
45,Germany,Amazon Music,EDM,394,150,Post Malone,Premium
47,Australia,Amazon Music,Classical,299,392,Ed Sheeran,Premium
33,UK,Apple Music,Hip-Hop,32,201,Adele,Premium
33,Canada,YouTube,EDM,308,456,Bad Bunny,Premium
36,UK,Apple Music,Hip-Hop,365,55,BTS,Premium
39,South Korea,YouTube,Metal,478,6,Adele,Premium
15,Japan,Apple Music,Jazz,504,82,Taylor Swift,Free
20,Australia,Deezer,Classical,392,21,Drake,Free
36,Brazil,Amazon Music,Metal,356,400,Taylor Swift,Free
13,UK,YouTube,Classical,129,384,BTS,Premium
14,India,YouTube,Reggae,105,19,Drake,Free
23,Australia,Amazon Music,EDM,446,312,Ed Sheeran,Premium
60,USA,Deezer,EDM,321,331,BTS,Premium
53,Australia,Spotify,Classical,246,168,Adele,Premium
28,South Korea,Tidal,R&B,267,486,Dua Lipa,Premium
48,South Korea,Spotify,Hip-Hop,333,379,BTS,Premium
47,USA,Tidal,Classical,230,325,Adele,Free
43,Brazil,Spotify,Reggae,191,379,Dua Lipa,Premium
17,Japan,Deezer,Hip-Hop,121,286,The Weeknd,Free
48,UK,Apple Music,Metal,597,333,Ed Sheeran,Premium
22,USA,Deezer,Pop,316,441,BTS,Premium
44,Canada,Spotify,Rock,12,38,Bad Bunny,Free
32,South Korea,YouTube,Rock,470,211,BTS,Premium
19,UK,Spotify,Pop,564,197,Billie Eilish,Free
26,India,Amazon Music,Jazz,407,133,The Weeknd,Premium
58,UK,YouTube,Metal,218,145,Dua Lipa,Free
29,Germany,Deezer,R&B,433,291,Adele,Premium
49,France,Amazon Music,Country,211,346,BTS,Free
18,USA,Amazon Music,Country,78,159,Dua Lipa,Premium
23,USA,Spotify,EDM,17,399,Billie Eilish,Premium
23,Japan,Apple Music,Reggae,243,60,Billie Eilish,Free
29,Australia,Deezer,Hip-Hop,350,186,Post Malone,Free
21,Brazil,Tidal,Pop,14,456,BTS,Free
32,Germany,YouTube,Rock,472,361,Adele,Premium
57,Australia,Amazon Music,EDM,362,134,The Weeknd,Free
38,India,Deezer,Reggae,141,432,Bad Bunny,Premium
31,India,YouTube,R&B,302,117,Dua Lipa,Free
33,Japan,Deezer,Jazz,59,51,Adele,Free
42,Brazil,Amazon Music,Country,518,167,Taylor Swift,Free
28,Germany,Amazon Music,Metal,598,105,Ed Sheeran,Free
29,USA,Amazon Music,Reggae,484,109,Ed Sheeran,Premium
37,India,Deezer,Hip-Hop,67,441,Drake,Premium
28,Brazil,Tidal,Classical,551,226,Taylor Swift,Premium
52,UK,Amazon Music,Classical,54,324,Bad Bunny,Free
44,Germany,Apple Music,Metal,309,498,Post Malone,Free
49,Australia,Tidal,Reggae,498,78,BTS,Free
28,Canada,Amazon Music,Country,217,386,Post Malone,Premium
56,Canada,Apple Music,Classical,507,484,Ed Sheeran,Free
47,Canada,Tidal,R&B,128,301,Billie Eilish,Premium
53,India,YouTube,Classical,105,326,Ed Sheeran,Premium
51,Australia,YouTube,Hip-Hop,414,176,Bad Bunny,Premium
13,UK,Tidal,Rock,492,410,Post Malone,Free
14,USA,YouTube,Classical,547,277,Dua Lipa,Free
13,USA,Tidal,Country,517,21,Adele,Free
37,Brazil,Tidal,Rock,231,420,Dua Lipa,Free
14,South Korea,Amazon Music,EDM,412,321,The Weeknd,Premium
52,USA,Apple Music,Jazz,182,8,Ed Sheeran,Free
22,Germany,Apple Music,Pop,423,401,Ed Sheeran,Free
59,Japan,Apple Music,Country,25,7,Post Malone,Free
49,Japan,Amazon Music,Jazz,35,389,Taylor Swift,Free
57,Brazil,Amazon Music,Country,183,300,Taylor Swift,Premium
37,Canada,Amazon Music,Jazz,227,1,Bad Bunny,Premium
38,Japan,Amazon Music,EDM,589,198,Taylor Swift,Premium
36,Germany,Tidal,Country,448,144,Dua Lipa,Premium
27,USA,Apple Music,EDM,115,437,Post Malone,Premium
28,Japan,Spotify,R&B,474,235,Post Malone,Premium
49,India,Tidal,Classical,577,482,Drake,Premium
25,France,YouTube,Pop,152,277,Dua Lipa,Free
31,Germany,YouTube,R&B,455,495,Dua Lipa,Premium
58,USA,Amazon Music,Classical,131,366,Billie Eilish,Free
50,Germany,YouTube,Classical,290,283,Post Malone,Premium
34,Canada,Apple Music,R&B,278,52,Drake,Free
26,Brazil,Spotify,Jazz,126,28,Adele,Free
27,USA,Amazon Music,Jazz,10,7,The Weeknd,Free
27,Japan,Spotify,Country,459,187,Adele,Premium
58,Canada,Deezer,Pop,342,109,Ed Sheeran,Premium
59,France,Amazon Music,R&B,185,450,Taylor Swift,Free
14,Canada,Amazon Music,Classical,549,288,Adele,Free
57,Brazil,Tidal,Metal,81,297,Drake,Free
33,Japan,Tidal,EDM,312,272,Taylor Swift,Free
27,UK,Spotify,Metal,246,71,Adele,Premium
28,Australia,Spotify,Classical,149,314,Ed Sheeran,Premium
15,Japan,Apple Music,EDM,564,416,The Weeknd,Premium
38,France,Tidal,EDM,406,164,Taylor Swift,Free
45,Canada,YouTube,Hip-Hop,343,26,Billie Eilish,Free
52,Germany,Tidal,R&B,484,430,Ed Sheeran,Premium
31,South Korea,Amazon Music,Hip-Hop,273,423,The Weeknd,Premium
27,India,Tidal,R&B,393,3,Billie Eilish,Premium
56,France,Deezer,Reggae,224,457,Bad Bunny,Premium
29,South Korea,Spotify,Country,33,354,Billie Eilish,Free
51,USA,Tidal,Classical,514,46,Ed Sheeran,Free
21,Brazil,Spotify,Country,549,469,The Weeknd,Free
14,UK,YouTube,Reggae,537,337,Taylor Swift,Premium
49,UK,Tidal,Metal,536,383,The Weeknd,Free
47,Australia,Amazon Music,EDM,504,445,Drake,Premium
58,Canada,Tidal,Pop,566,384,Ed Sheeran,Premium
60,South Korea,Apple Music,EDM,511,183,Dua Lipa,Premium
38,Brazil,Spotify,Classical,336,334,Taylor Swift,Free
19,USA,Deezer,Jazz,200,33,Adele,Free
35,South Korea,Deezer,Metal,254,173,BTS,Premium
13,Germany,Spotify,R&B,337,158,Bad Bunny,Premium
48,Japan,Apple Music,R&B,562,176,Taylor Swift,Premium
52,Australia,Tidal,Jazz,568,197,Taylor Swift,Premium
42,UK,Deezer,EDM,480,466,Bad Bunny,Free
56,USA,Deezer,Reggae,254,467,Bad Bunny,Free
24,India,Tidal,Reggae,423,389,Drake,Premium
13,South Korea,Deezer,Classical,506,210,Drake,Free
26,UK,YouTube,Hip-Hop,500,418,Bad Bunny,Premium
51,UK,Apple Music,Rock,470,432,The Weeknd,Premium
45,Brazil,Tidal,Classical,241,321,Dua Lipa,Premium
20,Brazil,YouTube,Classical,551,312,Billie Eilish,Premium
30,UK,Spotify,Jazz,350,261,BTS,Premium
23,UK,YouTube,Reggae,254,107,Dua Lipa,Premium
47,Canada,Spotify,Pop,506,457,BTS,Free
59,Germany,Deezer,Hip-Hop,546,64,Billie Eilish,Free
21,Germany,Tidal,Pop,103,180,Drake,Free
48,Canada,Apple Music,Country,96,275,Bad Bunny,Premium
43,USA,Spotify,Jazz,574,237,Post Malone,Premium
18,Germany,YouTube,R&B,231,106,Post Malone,Free
34,France,Deezer,Reggae,361,277,Post Malone,Free
50,Germany,Deezer,Metal,244,328,The Weeknd,Free
49,Brazil,Deezer,Rock,15,172,Taylor Swift,Free
54,India,YouTube,Hip-Hop,580,284,The Weeknd,Free
30,Germany,Spotify,Hip-Hop,29,444,Adele,Free
29,Germany,Apple Music,Country,412,6,Taylor Swift,Free
25,Germany,Apple Music,Classical,215,473,Drake,Free
35,Australia,Apple Music,Classical,101,327,Billie Eilish,Free
57,France,Tidal,Metal,165,246,Drake,Free
29,Japan,YouTube,Reggae,123,376,Bad Bunny,Premium
45,South Korea,Deezer,Rock,378,218,Drake,Free
49,Brazil,YouTube,R&B,383,83,Bad Bunny,Free
16,Germany,Apple Music,Metal,280,491,Taylor Swift,Free
51,Brazil,Deezer,R&B,394,352,Adele,Premium
46,UK,YouTube,Hip-Hop,435,69,Bad Bunny,Premium
60,UK,Amazon Music,Metal,97,172,Adele,Free
35,USA,Amazon Music,Classical,67,246,Ed Sheeran,Premium
14,Germany,Deezer,Classical,325,111,Taylor Swift,Free
45,USA,Amazon Music,Jazz,395,87,Ed Sheeran,Premium
51,USA,Spotify,Metal,378,203,Adele,Free
51,Canada,Deezer,EDM,80,113,Adele,Premium
54,Germany,Amazon Music,Reggae,258,28,Taylor Swift,Free
52,USA,Deezer,Metal,535,3,Dua Lipa,Premium
51,India,Spotify,EDM,111,335,Post Malone,Premium
23,Germany,Apple Music,Reggae,490,443,Bad Bunny,Free
17,Australia,YouTube,Hip-Hop,29,289,Billie Eilish,Free
33,UK,Amazon Music,EDM,423,476,Bad Bunny,Premium
57,Australia,Deezer,EDM,364,135,Dua Lipa,Free
30,India,Apple Music,Hip-Hop,199,132,The Weeknd,Premium
14,Australia,Deezer,Pop,596,376,Dua Lipa,Free
16,Brazil,Tidal,Rock,183,68,Bad Bunny,Premium
17,France,YouTube,Reggae,166,132,Billie Eilish,Premium
43,Japan,Amazon Music,Classical,478,262,Adele,Free
22,Germany,Deezer,Pop,435,490,Billie Eilish,Premium
19,UK,YouTube,Rock,199,439,Bad Bunny,Free
21,South Korea,YouTube,EDM,217,101,Billie Eilish,Free
32,India,Deezer,Rock,594,319,Dua Lipa,Free
34,Australia,Tidal,Rock,31,4,Adele,Free
31,Japan,Spotify,Metal,269,86,Dua Lipa,Premium
36,Japan,YouTube,Metal,247,457,Billie Eilish,Free
59,Germany,Deezer,Country,83,329,Taylor Swift,Free
31,France,Deezer,Rock,577,117,Post Malone,Premium
56,Canada,Amazon Music,R&B,556,221,Drake,Premium
14,India,Amazon Music,Hip-Hop,124,127,Taylor Swift,Free
58,USA,YouTube,R&B,384,466,Ed Sheeran,Premium
20,UK,Deezer,Reggae,271,160,The Weeknd,Free
52,Australia,Spotify,Reggae,416,350,Billie Eilish,Free
56,France,Deezer,Jazz,511,119,BTS,Premium
58,Canada,Amazon Music,Country,163,12,The Weeknd,Premium
22,Germany,Deezer,Jazz,547,194,Post Malone,Premium
55,USA,Spotify,Reggae,110,126,Ed Sheeran,Free
21,Brazil,Spotify,Reggae,122,409,The Weeknd,Free
22,South Korea,Tidal,Reggae,155,23,Post Malone,Premium
15,UK,YouTube,EDM,275,453,Adele,Premium
14,Brazil,Deezer,Reggae,494,86,Bad Bunny,Premium
14,USA,YouTube,Metal,211,23,Adele,Free
19,UK,Amazon Music,Reggae,265,70,Taylor Swift,Free
25,UK,Amazon Music,Jazz,28,479,Dua Lipa,Free
41,India,Deezer,Pop,28,32,Bad Bunny,Premium
15,Japan,YouTube,R&B,337,405,Bad Bunny,Free
35,Australia,YouTube,Country,483,332,Post Malone,Premium
52,USA,Spotify,Rock,231,48,Drake,Premium
56,UK,Amazon Music,Reggae,405,309,Dua Lipa,Premium
42,Germany,Spotify,Rock,482,241,Taylor Swift,Free
39,Brazil,Spotify,Metal,598,467,BTS,Free
54,Germany,Tidal,R&B,404,304,Ed Sheeran,Premium
32,Australia,YouTube,Classical,485,254,The Weeknd,Free
20,South Korea,Deezer,Jazz,50,240,Bad Bunny,Premium
38,Germany,Tidal,Jazz,329,309,Bad Bunny,Free
32,France,Spotify,R&B,15,455,BTS,Premium
40,Germany,YouTube,Metal,177,47,Ed Sheeran,Free
44,Japan,YouTube,Classical,174,286,Drake,Premium
13,South Korea,Spotify,EDM,375,130,The Weeknd,Free
38,Canada,YouTube,Rock,503,391,BTS,Free
37,France,Deezer,Rock,428,272,The Weeknd,Free
39,Canada,Amazon Music,Hip-Hop,91,324,Post Malone,Free
57,Brazil,Deezer,Hip-Hop,569,480,Taylor Swift,Free
33,Canada,YouTube,Hip-Hop,441,68,Adele,Premium
44,India,Deezer,Reggae,578,60,Adele,Premium
19,UK,Apple Music,Classical,510,355,Drake,Premium
59,Australia,Spotify,Reggae,488,311,Bad Bunny,Free
37,Brazil,Amazon Music,Pop,488,241,Dua Lipa,Premium
34,Japan,Amazon Music,Rock,216,4,The Weeknd,Premium
32,South Korea,Spotify,Metal,171,323,BTS,Free
56,Germany,YouTube,Pop,416,83,Dua Lipa,Free
59,India,Tidal,Hip-Hop,579,222,The Weeknd,Free
14,UK,Spotify,Classical,14,409,Adele,Free
23,Brazil,Tidal,EDM,380,100,Adele,Free
19,Brazil,Amazon Music,Jazz,573,81,Taylor Swift,Premium
48,Australia,Apple Music,Pop,93,418,Bad Bunny,Premium
29,Canada,Spotify,Country,186,327,Bad Bunny,Free
42,UK,Deezer,Hip-Hop,358,456,Ed Sheeran,Premium
50,Australia,Apple Music,Pop,507,24,Taylor Swift,Free
44,UK,Spotify,Reggae,357,416,Bad Bunny,Premium
22,Canada,Tidal,EDM,119,281,Drake,Free
37,Brazil,YouTube,Rock,179,84,Adele,Premium
46,USA,Spotify,Metal,508,86,Billie Eilish,Free
56,India,Tidal,Country,82,8,Bad Bunny,Premium
60,India,Amazon Music,Pop,33,93,Taylor Swift,Free
51,Japan,YouTube,Classical,558,336,BTS,Free
15,Germany,Spotify,Classical,131,77,Adele,Free
51,USA,Amazon Music,Country,562,384,Bad Bunny,Premium
49,South Korea,YouTube,Reggae,199,127,Billie Eilish,Premium
44,South Korea,Tidal,Country,32,318,Bad Bunny,Free
46,Germany,YouTube,Country,52,429,Bad Bunny,Premium
49,Japan,Tidal,Rock,175,36,The Weeknd,Free
25,South Korea,YouTube,Metal,421,50,The Weeknd,Free
36,France,Deezer,Jazz,571,366,Drake,Premium
30,India,Tidal,EDM,48,152,Post Malone,Premium
28,USA,Apple Music,Hip-Hop,282,36,Taylor Swift,Premium
26,UK,Apple Music,Rock,374,383,Post Malone,Premium
58,UK,Amazon Music,EDM,166,183,Adele,Free
50,South Korea,Spotify,Reggae,596,119,Billie Eilish,Premium
56,Japan,YouTube,Jazz,301,321,BTS,Premium
20,UK,Tidal,EDM,424,394,Drake,Free
24,Germany,Deezer,Jazz,154,404,Taylor Swift,Free
40,USA,Spotify,Country,321,495,Ed Sheeran,Premium
30,Australia,Spotify,Country,298,1,Taylor Swift,Free
40,Japan,Amazon Music,Pop,475,233,Drake,Premium
53,USA,Amazon Music,Reggae,197,500,Adele,Premium
39,India,Apple Music,R&B,345,478,Dua Lipa,Premium
42,Canada,YouTube,Rock,162,301,Ed Sheeran,Free
30,Germany,Amazon Music,Pop,521,235,BTS,Free
39,USA,Apple Music,Country,114,296,BTS,Premium
54,Brazil,Tidal,Hip-Hop,274,134,Adele,Free
34,Australia,Spotify,Country,296,329,Adele,Premium
34,Brazil,Deezer,Country,374,299,Billie Eilish,Free
30,Canada,Apple Music,EDM,600,66,Bad Bunny,Premium
54,UK,Amazon Music,Reggae,135,449,Adele,Free
59,France,Spotify,R&B,319,357,Bad Bunny,Free
34,Canada,YouTube,Country,533,162,The Weeknd,Free
27,Australia,Tidal,Pop,283,192,Bad Bunny,Premium
26,UK,Apple Music,Metal,515,91,BTS,Premium
60,Japan,Amazon Music,Country,220,318,Ed Sheeran,Free
33,UK,Tidal,R&B,120,340,Billie Eilish,Free
13,South Korea,Tidal,Country,83,461,BTS,Premium
36,Japan,Tidal,Rock,330,474,Dua Lipa,Free
29,South Korea,Apple Music,Rock,245,147,BTS,Free
43,USA,Spotify,Metal,266,226,Bad Bunny,Premium
38,Canada,Amazon Music,Rock,387,417,Ed Sheeran,Premium
44,Australia,Amazon Music,Rock,458,320,Bad Bunny,Premium
32,South Korea,Tidal,Rock,132,224,The Weeknd,Premium
21,Australia,YouTube,Pop,587,62,BTS,Free
51,Japan,Apple Music,Rock,378,448,Ed Sheeran,Premium
15,Germany,Apple Music,Metal,464,64,BTS,Premium
26,Australia,Apple Music,Country,179,341,Drake,Free
42,USA,Apple Music,Jazz,128,28,Taylor Swift,Free
22,Brazil,YouTube,Rock,215,114,Adele,Free
25,Brazil,Deezer,Pop,426,235,Dua Lipa,Free
57,Japan,Apple Music,Country,23,80,Bad Bunny,Premium
29,Brazil,Amazon Music,Jazz,125,375,Dua Lipa,Free
26,USA,Spotify,EDM,61,226,Billie Eilish,Premium
38,India,Amazon Music,Jazz,299,335,BTS,Free
25,India,Tidal,Pop,302,177,The Weeknd,Premium
48,South Korea,YouTube,Hip-Hop,401,431,BTS,Premium
20,Japan,YouTube,Pop,118,214,BTS,Free
28,France,Amazon Music,Metal,15,494,Ed Sheeran,Free
22,India,Deezer,Classical,322,456,BTS,Premium
14,South Korea,Spotify,Rock,221,256,BTS,Free
30,Germany,Amazon Music,Jazz,567,8,Dua Lipa,Free
19,Germany,Spotify,Classical,585,130,Post Malone,Premium
52,USA,Deezer,Pop,360,380,Billie Eilish,Free
45,Germany,Deezer,EDM,209,59,Drake,Free
41,India,Amazon Music,Hip-Hop,546,56,Dua Lipa,Free
58,Brazil,YouTube,Metal,28,439,Post Malone,Free
27,France,Deezer,Pop,167,122,Post Malone,Premium
13,Brazil,YouTube,EDM,458,39,Ed Sheeran,Free
55,South Korea,Deezer,R&B,245,174,The Weeknd,Premium
48,Germany,Amazon Music,Jazz,174,446,Adele,Free
37,France,Tidal,Jazz,294,465,Dua Lipa,Premium
19,Germany,Apple Music,R&B,21,284,Bad Bunny,Premium
51,France,Spotify,EDM,47,198,Ed Sheeran,Premium
17,Brazil,Apple Music,Pop,495,200,Taylor Swift,Free
41,USA,Deezer,Rock,136,177,Dua Lipa,Free
38,Australia,Deezer,Pop,228,89,Dua Lipa,Premium
58,Australia,YouTube,Hip-Hop,472,13,Taylor Swift,Premium
59,Germany,YouTube,EDM,547,410,Dua Lipa,Premium
41,Australia,Spotify,EDM,72,168,Post Malone,Free
46,Brazil,Apple Music,Classical,212,307,Post Malone,Free
46,Japan,Deezer,Country,245,333,The Weeknd,Premium
16,USA,Deezer,Country,327,12,Adele,Premium
16,Canada,Apple Music,EDM,35,210,Ed Sheeran,Free
23,Germany,YouTube,Classical,21,165,Ed Sheeran,Free
14,USA,YouTube,EDM,537,19,Billie Eilish,Premium
39,Germany,Apple Music,Metal,535,249,Dua Lipa,Premium
31,France,Deezer,EDM,207,496,Adele,Premium
25,Brazil,Apple Music,Country,225,43,Billie Eilish,Premium
60,Brazil,YouTube,Pop,219,346,BTS,Premium
38,Brazil,Amazon Music,R&B,551,352,Ed Sheeran,Free
13,UK,Apple Music,Hip-Hop,407,141,Post Malone,Premium
17,Canada,Apple Music,R&B,332,443,Ed Sheeran,Premium
43,USA,Tidal,Classical,495,79,Bad Bunny,Free
52,UK,Spotify,Classical,544,251,Ed Sheeran,Free
56,UK,Deezer,Jazz,346,98,Dua Lipa,Premium
45,India,YouTube,Metal,317,490,Dua Lipa,Free
19,South Korea,Apple Music,Hip-Hop,393,255,Dua Lipa,Premium
47,Germany,Amazon Music,Metal,171,336,Taylor Swift,Premium
43,UK,Deezer,Rock,38,86,Adele,Free
15,UK,Amazon Music,EDM,278,100,Ed Sheeran,Premium
24,France,Spotify,Rock,157,319,Billie Eilish,Premium
44,France,YouTube,Jazz,571,494,Ed Sheeran,Premium
13,India,Amazon Music,Reggae,473,490,Drake,Free
56,India,YouTube,Rock,96,59,Dua Lipa,Free
35,India,Deezer,Pop,81,164,Billie Eilish,Premium
18,France,Spotify,Hip-Hop,39,195,BTS,Free
39,France,Apple Music,Jazz,253,368,The Weeknd,Free
59,UK,Apple Music,Hip-Hop,24,48,Dua Lipa,Premium
45,UK,YouTube,Rock,481,360,Bad Bunny,Free
27,South Korea,YouTube,Rock,393,271,Taylor Swift,Premium
24,Canada,Amazon Music,Metal,53,318,Billie Eilish,Free
27,Canada,YouTube,Pop,99,162,Bad Bunny,Free
22,Australia,Spotify,EDM,558,372,Ed Sheeran,Premium
43,South Korea,Spotify,Rock,532,408,Post Malone,Free
46,Brazil,YouTube,Pop,597,222,Adele,Free
28,Brazil,Tidal,Jazz,389,161,Drake,Premium
39,Japan,Deezer,Metal,493,300,Bad Bunny,Free
26,Australia,YouTube,Rock,36,144,Drake,Free
60,USA,Tidal,Reggae,339,294,The Weeknd,Premium
59,Brazil,Amazon Music,Pop,23,234,BTS,Premium
55,Brazil,YouTube,Reggae,368,319,Post Malone,Premium
26,Brazil,Tidal,Rock,369,449,The Weeknd,Free
19,UK,Apple Music,Reggae,525,422,The Weeknd,Free
51,Japan,Spotify,EDM,334,156,Drake,Premium
50,Australia,Tidal,EDM,391,15,The Weeknd,Free
28,UK,Amazon Music,Pop,275,74,Dua Lipa,Free
57,South Korea,YouTube,Classical,74,9,Dua Lipa,Premium
38,Brazil,Tidal,Pop,226,28,Bad Bunny,Premium
55,Brazil,YouTube,R&B,152,15,Taylor Swift,Free
37,USA,Apple Music,Rock,238,51,Bad Bunny,Free
47,India,Tidal,Jazz,28,77,Dua Lipa,Free
60,Canada,Tidal,Metal,494,145,Post Malone,Free
56,USA,Tidal,R&B,39,487,Taylor Swift,Free
45,Brazil,Amazon Music,Reggae,336,451,Ed Sheeran,Premium
57,UK,Spotify,Metal,314,269,Adele,Free
47,UK,Amazon Music,Reggae,111,180,Post Malone,Free
42,India,Tidal,Reggae,362,62,Ed Sheeran,Free
27,South Korea,Tidal,Jazz,229,274,Adele,Free
44,South Korea,Tidal,Metal,350,336,The Weeknd,Free
24,Japan,YouTube,Hip-Hop,254,41,The Weeknd,Free
52,USA,Spotify,Reggae,496,439,Billie Eilish,Premium
45,France,Deezer,Jazz,416,52,Post Malone,Premium
55,Australia,Deezer,Pop,600,372,Billie Eilish,Free
31,South Korea,Deezer,EDM,527,228,The Weeknd,Premium
54,India,Tidal,Classical,194,36,Bad Bunny,Premium
47,UK,Apple Music,Metal,429,103,BTS,Premium
60,USA,Spotify,R&B,100,413,Taylor Swift,Premium
37,Japan,Spotify,Rock,189,487,Drake,Free
39,South Korea,Tidal,Metal,431,248,Billie Eilish,Free
24,UK,Amazon Music,Hip-Hop,248,367,The Weeknd,Premium
36,South Korea,Spotify,R&B,181,445,Adele,Premium
47,Australia,Spotify,R&B,491,465,Billie Eilish,Premium
18,Canada,Deezer,Country,204,469,The Weeknd,Premium
47,Japan,Tidal,R&B,572,373,Billie Eilish,Free
36,India,YouTube,Rock,97,26,Post Malone,Premium
27,Germany,Deezer,Jazz,472,439,Drake,Premium
32,Australia,YouTube,Jazz,219,433,BTS,Premium
51,Canada,YouTube,R&B,315,438,The Weeknd,Free
36,France,YouTube,Reggae,387,417,Taylor Swift,Free
22,Brazil,YouTube,EDM,579,349,BTS,Premium
56,Australia,Deezer,Country,422,327,Post Malone,Free
28,USA,YouTube,Jazz,513,473,Drake,Premium
20,Brazil,YouTube,Rock,249,135,Dua Lipa,Premium
53,South Korea,Amazon Music,Pop,264,270,Billie Eilish,Free
26,USA,Deezer,Jazz,243,72,Bad Bunny,Premium
43,Canada,Apple Music,Pop,268,270,Dua Lipa,Premium
46,Japan,Amazon Music,Country,176,390,Bad Bunny,Premium
45,Australia,Amazon Music,Metal,157,124,Drake,Free
34,South Korea,Deezer,Jazz,258,498,Adele,Free
45,Canada,YouTube,Country,15,410,Ed Sheeran,Premium
46,Canada,Tidal,Hip-Hop,277,347,The Weeknd,Free
13,USA,Deezer,Metal,164,436,Taylor Swift,Free
23,Australia,Apple Music,EDM,539,425,Ed Sheeran,Free
49,UK,Amazon Music,Pop,314,279,Taylor Swift,Free
59,Australia,Spotify,Pop,144,281,The Weeknd,Free
37,India,Deezer,Country,183,194,Drake,Free
18,South Korea,Tidal,EDM,263,311,Bad Bunny,Free
39,USA,Apple Music,Rock,78,161,The Weeknd,Premium
33,France,Deezer,EDM,299,8,Bad Bunny,Free
42,Japan,YouTube,Reggae,19,192,Adele,Premium
22,France,YouTube,Hip-Hop,211,223,Billie Eilish,Free
41,Germany,Deezer,Jazz,194,450,Dua Lipa,Premium
35,USA,YouTube,R&B,98,463,Bad Bunny,Free
18,South Korea,Tidal,Classical,310,258,Post Malone,Free
29,Australia,Apple Music,Jazz,15,188,BTS,Premium
42,Japan,Spotify,Rock,287,205,Dua Lipa,Free
38,Australia,Apple Music,R&B,429,114,BTS,Premium
14,Australia,Deezer,Classical,27,489,Adele,Premium
26,India,Spotify,Reggae,213,148,Adele,Premium
31,UK,Amazon Music,Reggae,201,292,Adele,Premium
34,Australia,Apple Music,Reggae,558,38,Ed Sheeran,Free
50,USA,Deezer,Metal,392,259,Drake,Premium
44,USA,Amazon Music,Pop,597,223,Post Malone,Free
13,India,Apple Music,Metal,495,245,Drake,Premium
16,South Korea,Tidal,Hip-Hop,501,258,BTS,Free
25,Germany,Apple Music,Rock,385,482,Ed Sheeran,Free
45,India,Amazon Music,R&B,485,110,Drake,Free
25,France,Deezer,EDM,473,159,Drake,Premium
35,UK,Tidal,Reggae,550,209,Drake,Free
51,India,Amazon Music,Classical,537,327,The Weeknd,Free
14,India,Tidal,Classical,483,387,Bad Bunny,Free
41,Germany,Tidal,Classical,389,268,Adele,Premium
30,Japan,Spotify,Hip-Hop,70,37,Adele,Premium
19,France,Apple Music,EDM,165,54,The Weeknd,Premium
36,Canada,Spotify,Hip-Hop,395,74,Ed Sheeran,Free
23,Canada,YouTube,Reggae,297,381,Taylor Swift,Free
17,France,Apple Music,Country,337,182,Taylor Swift,Free
38,Australia,Deezer,R&B,258,169,BTS,Free
54,Canada,Spotify,Rock,385,374,Adele,Premium
13,USA,Tidal,Classical,336,465,Dua Lipa,Premium
30,USA,Deezer,Country,527,369,Dua Lipa,Premium
54,South Korea,Amazon Music,Jazz,501,173,Adele,Free
47,Germany,Deezer,R&B,273,24,Drake,Premium
26,Brazil,Amazon Music,Rock,398,126,Billie Eilish,Premium
37,India,Amazon Music,Hip-Hop,288,356,Billie Eilish,Free
53,Canada,Deezer,EDM,174,123,Ed Sheeran,Free
31,Australia,Tidal,Reggae,42,496,BTS,Free
60,Brazil,Apple Music,Classical,482,151,Ed Sheeran,Premium
58,Brazil,Apple Music,Pop,33,252,Bad Bunny,Premium
49,Brazil,Amazon Music,Classical,504,485,The Weeknd,Free
33,Japan,Tidal,R&B,516,397,Post Malone,Premium
50,Canada,Tidal,R&B,337,308,Bad Bunny,Free
51,France,YouTube,Reggae,483,208,Dua Lipa,Free
13,France,YouTube,Country,521,348,Ed Sheeran,Premium
21,Brazil,YouTube,Hip-Hop,200,240,Taylor Swift,Premium
28,USA,Tidal,Country,339,150,Ed Sheeran,Premium
